Crop,Growth_Stage,Soil_Type,N,P,K,pH,Recommended_Fertilizer
Coriander,Vegetative,Sandy Loam,26.8,19.6,14,6.61,Seaweed Extract + Urea (46% N) (small dose)
Coriander,Fruiting,Reddish Soil,30.4,22.2,34.5,6.24,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Sandy Loam,25.2,21.6,32.3,6.98,Wood Ash (Organic Potash)
Coriander,Flowering,Black Soil,30.4,18.5,26.4,7.09,Bone Meal
Coriander,Seedling,Reddish Soil,22.1,10.5,14.4,6.75,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,13,6.6,16.3,7.37,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Fruiting,Reddish Soil,30.4,24.6,24.1,6.79,Wood Ash (Organic Potash)
Coriander,Flowering,Black Soil,46.6,24.6,28.5,7.13,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,32.7,29,20.6,7,Cow Manure Compost + MOP (small dose)
Coriander,Vegetative,Reddish Soil,36.6,22.2,17.5,6.9,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,32.1,23.2,23.9,6.03,Seaweed Extract
Coriander,Vegetative,Sandy Loam,35.5,23.3,16.3,6.26,Vermicompost
Coriander,Fruiting,Black Soil,38.8,24.6,20.5,7.5,Wood Ash (Organic Potash) + MOP (small dose)
Coriander,Flowering,Reddish Soil,49.5,24.6,21.9,6.31,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,10.3,9.5,13.9,6.25,Vermicompost + Urea (46% N) (small dose)
Coriander,Fruiting,Sandy Loam,27.4,29.6,24.7,6.63,Cow Manure Compost
Coriander,Vegetative,Reddish Soil,29.5,11,18.3,6.17,Vermicompost
Coriander,Fruiting,Reddish Soil,28.6,19.1,33.8,6.08,Vermicompost
Coriander,Fruiting,Sandy Loam,37.4,19.1,33.5,7.2,Cow Manure Compost
Coriander,Flowering,Sandy Loam,30.4,18.6,21.5,6.53,Vermicompost
Coriander,Seedling,Sandy Loam,11.9,13.2,13.7,7.07,Jeevamrut + Urea (46% N) (small dose)
Coriander,Fruiting,Black Soil,30.9,18.3,31.4,7.28,Wood Ash (Organic Potash)
Coriander,Flowering,Black Soil,47.3,29.1,29.9,7.46,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Black Soil,41.1,21.1,20.9,7.31,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Sandy Loam,32.2,23.9,25.2,7.13,Seaweed Extract
Coriander,Flowering,Sandy Loam,42.1,21.1,26.6,6.81,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,28.9,16.1,31,6.8,Wood Ash (Organic Potash)
Coriander,Flowering,Sandy Loam,49.3,21.9,27.4,6.9,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,20.1,11.8,12.7,6.05,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Black Soil,44.2,24.9,16.7,6.79,Bone Meal
Coriander,Vegetative,Sandy Loam,34.4,13.2,24.1,7,Seaweed Extract
Coriander,Fruiting,Black Soil,27.9,17,34,6.64,Wood Ash (Organic Potash)
Coriander,Flowering,Black Soil,47.8,19.8,15.2,7.34,Seaweed Extract
Coriander,Vegetative,Black Soil,39.8,19.1,17.1,6.62,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Black Soil,38.8,20.4,23.5,6.74,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,10.5,10.2,16.6,6.86,Jeevamrut + Urea (46% N) (small dose)
Coriander,Fruiting,Sandy Loam,31.2,16.8,22.5,6.65,Wood Ash (Organic Potash)
Coriander,Vegetative,Black Soil,29.9,11.5,22.5,6.64,Neem Cake
Coriander,Flowering,Sandy Loam,30.9,20.8,20.1,7.02,Vermicompost
Coriander,Fruiting,Sandy Loam,35.6,23.5,33.9,6.23,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,15.9,12.5,16.9,6.23,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,39.7,25.2,26.1,6.53,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,17.5,10.8,13.9,6.54,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Black Soil,25.5,14.1,15.5,7.32,Vermicompost + Urea (46% N) (small dose)
Coriander,Seedling,Sandy Loam,24.9,8.3,11.7,6.55,Jeevamrut
Coriander,Seedling,Reddish Soil,18.4,8.2,8.9,6.99,Jeevamrut
Coriander,Seedling,Reddish Soil,12.8,13,17.5,6.58,Jeevamrut + Urea (46% N) (small dose)
Coriander,Flowering,Sandy Loam,44.4,17.1,19.9,6.64,Bone Meal
Coriander,Seedling,Black Soil,17.9,6.2,14.6,6.61,Cow Manure Compost
Coriander,Fruiting,Black Soil,31.9,21.4,33.5,6.79,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,12.6,8.8,6.2,6.97,Jeevamrut + Urea (46% N) (small dose)
Coriander,Flowering,Reddish Soil,30.2,27.5,25.6,6.66,Seaweed Extract
Coriander,Seedling,Black Soil,17.7,12.4,10.7,7.34,Cow Manure Compost
Coriander,Flowering,Reddish Soil,31.7,23.6,23.6,6.91,Bone Meal
Coriander,Flowering,Reddish Soil,41.8,25.1,15.6,6.86,Bone Meal
Coriander,Seedling,Black Soil,17.9,10.8,11.3,7.27,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,38.3,28.9,23.6,6.92,Wood Ash (Organic Potash)
Coriander,Seedling,Sandy Loam,20.7,7,12.8,6.77,Vermicompost
Coriander,Fruiting,Sandy Loam,26.7,19,34.4,6.47,Vermicompost
Coriander,Seedling,Sandy Loam,23.2,6.9,7.7,6.93,Vermicompost
Coriander,Fruiting,Reddish Soil,34.6,24.3,28.3,6.09,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Sandy Loam,37.3,10.8,13.3,6.9,Seaweed Extract
Coriander,Seedling,Black Soil,18.6,14,6.2,6.91,Cow Manure Compost
Coriander,Fruiting,Black Soil,32.4,19.1,28.5,6.95,Vermicompost
Coriander,Fruiting,Black Soil,28.9,26.3,25.1,6.93,Cow Manure Compost
Coriander,Seedling,Black Soil,21.2,14.1,6.6,7.02,Vermicompost
Coriander,Seedling,Reddish Soil,15.4,7.2,7.5,6.28,Jeevamrut
Coriander,Fruiting,Black Soil,36.4,26.8,34,6.62,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Reddish Soil,34.5,16.7,31.7,6.72,Cow Manure Compost
Coriander,Flowering,Sandy Loam,34.5,19.1,23.8,6.86,Vermicompost
Coriander,Vegetative,Black Soil,28.6,10.8,20.9,6.75,Seaweed Extract
Coriander,Seedling,Sandy Loam,10.2,7.6,11.9,7.02,Jeevamrut + Urea (46% N) (small dose)
Coriander,Seedling,Black Soil,12.3,8.3,7.1,6.77,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Flowering,Reddish Soil,34.1,15.5,22.7,6.08,Bone Meal
Coriander,Fruiting,Sandy Loam,34.5,27.6,33.5,6.65,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Reddish Soil,28.4,17.4,31.7,6.71,Cow Manure Compost
Coriander,Seedling,Sandy Loam,15.3,13.6,15,7.19,Vermicompost
Coriander,Vegetative,Reddish Soil,30.7,15.7,22.6,6.18,Vermicompost
Coriander,Fruiting,Black Soil,29.1,20.3,33.1,6.81,Cow Manure Compost
Coriander,Seedling,Sandy Loam,18.6,9.7,7.4,6.53,Cow Manure Compost
Coriander,Flowering,Black Soil,37.5,23.7,21.6,6.52,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Sandy Loam,38.6,16.6,24.8,6.77,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,35.4,27.3,28.2,6.53,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,14,6.7,15.3,6.07,Cow Manure Compost
Coriander,Seedling,Sandy Loam,16.2,6.2,14,7.05,Jeevamrut
Coriander,Vegetative,Reddish Soil,32.9,13.8,14,6.69,Vermicompost
Coriander,Fruiting,Black Soil,31.9,19.9,29.1,7.38,Vermicompost
Coriander,Flowering,Sandy Loam,45.5,21.8,28.2,6.35,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,15.2,9.1,12.5,6.38,Vermicompost
Coriander,Flowering,Reddish Soil,43.2,17.4,26,6.73,Bone Meal
Coriander,Seedling,Reddish Soil,17.3,12.3,7.3,6.44,Jeevamrut
Coriander,Fruiting,Black Soil,26.5,25.2,23.8,6.89,Cow Manure Compost
Coriander,Flowering,Black Soil,30.7,19,22,6.58,Bone Meal
Coriander,Seedling,Black Soil,18.9,6.8,14.8,7.49,Vermicompost
Coriander,Vegetative,Reddish Soil,38.7,17.2,20.7,6.08,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,44.6,15.5,20.5,6.48,Vermicompost + Bone Meal
Coriander,Flowering,Reddish Soil,31.6,20.2,29.4,6.08,Bone Meal
Coriander,Fruiting,Sandy Loam,35.5,16.4,33.3,7.11,Vermicompost
Coriander,Flowering,Sandy Loam,44,27.7,23.9,6.98,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Sandy Loam,35.2,24.3,30.6,7.03,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,20.2,12.3,12.4,7.39,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,38.3,16.6,26.4,6.96,Vermicompost
Coriander,Seedling,Reddish Soil,21.4,13.5,12.9,6.87,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,24.5,13,8.9,6.54,Jeevamrut
Coriander,Flowering,Black Soil,33.9,26.4,24.6,7.42,Seaweed Extract
Coriander,Fruiting,Sandy Loam,35.2,16.4,26.2,7.14,Wood Ash (Organic Potash)
Coriander,Seedling,Black Soil,11.3,13.8,10.7,7.02,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Seedling,Reddish Soil,16.8,7.7,16.7,6.96,Jeevamrut
Coriander,Seedling,Black Soil,11.6,8.1,10.7,6.67,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Flowering,Sandy Loam,46.6,22.4,18.7,6.71,Bone Meal
Coriander,Seedling,Reddish Soil,12.3,10.3,12.4,6.95,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Flowering,Reddish Soil,36.6,20.6,28.5,6.02,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,31.5,19.1,28.8,6.64,Vermicompost
Coriander,Flowering,Reddish Soil,34.4,22.9,17.5,6.8,Bone Meal
Coriander,Vegetative,Reddish Soil,40.8,18,19.5,6.05,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,10.5,6.2,9.8,6.2,Vermicompost + Urea (46% N) (small dose)
Coriander,Flowering,Black Soil,44.8,27.5,15.8,7.28,Bone Meal
Coriander,Flowering,Black Soil,47.3,15.3,25.2,7.05,Bone Meal
Coriander,Flowering,Sandy Loam,33.8,29.2,21,6.73,Seaweed Extract
Coriander,Seedling,Reddish Soil,17.2,6.9,15.4,6.7,Vermicompost
Coriander,Flowering,Black Soil,44.9,25.1,24.7,6.74,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Reddish Soil,41.1,13.9,15.9,6.66,Neem Cake
Coriander,Seedling,Reddish Soil,15.4,11.8,17.1,6.15,Jeevamrut
Coriander,Vegetative,Reddish Soil,25.9,15.5,16.9,6.81,Vermicompost + Urea (46% N) (small dose)
Coriander,Flowering,Black Soil,37.3,27,22.9,7.18,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,20.8,10,13.9,6.84,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,24.4,10.1,8.5,6.91,Jeevamrut
Coriander,Flowering,Black Soil,49.5,22.3,15.9,7.44,Seaweed Extract
Coriander,Fruiting,Sandy Loam,28.8,27.3,34.8,6.46,Cow Manure Compost
Coriander,Vegetative,Reddish Soil,29.3,18.3,19.8,7,Vermicompost
Coriander,Flowering,Sandy Loam,49,29.8,28,7.11,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,23.6,8.1,8.4,6.01,Jeevamrut
Coriander,Flowering,Black Soil,43.3,27.7,26.5,6.88,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Black Soil,35.1,13,12.9,6.67,Seaweed Extract
Coriander,Seedling,Sandy Loam,20.5,13,9.4,6.49,Cow Manure Compost
Coriander,Seedling,Reddish Soil,21.7,12.9,8.7,6.98,Vermicompost
Coriander,Flowering,Sandy Loam,36.5,24.5,27.5,6.37,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,18.6,10.1,12.8,6.16,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,29.7,20.8,33.6,7.34,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,15.6,13.3,9.2,7.08,Vermicompost
Coriander,Fruiting,Reddish Soil,36.8,19,31,6.61,Wood Ash (Organic Potash)
Coriander,Flowering,Reddish Soil,34.9,28.6,16.5,6.66,Seaweed Extract
Coriander,Fruiting,Reddish Soil,35.9,26.4,31.6,6.66,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,17.1,14.7,10.5,6.87,Jeevamrut
Coriander,Vegetative,Reddish Soil,40.1,12.2,23.3,6.64,Vermicompost
Coriander,Flowering,Reddish Soil,48.1,27.8,27.4,6.74,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Reddish Soil,32.5,20.5,21.6,6.73,Wood Ash (Organic Potash) + MOP (small dose)
Coriander,Flowering,Sandy Loam,37.5,17,29.1,6.95,Seaweed Extract + Bone Meal
Coriander,Seedling,Black Soil,15.6,12.3,11.7,7.34,Vermicompost
Coriander,Flowering,Black Soil,39.8,21,26.9,7.26,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,38.5,28.5,24.8,6.4,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Sandy Loam,32.7,25.9,17.4,6.9,Vermicompost
Coriander,Vegetative,Sandy Loam,39.7,21,14.1,7.16,Seaweed Extract
Coriander,Fruiting,Sandy Loam,38.2,24.6,33.4,6.74,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Reddish Soil,28.6,19.4,20.3,6.77,Neem Cake
Coriander,Vegetative,Reddish Soil,44.4,20.6,16.4,6.15,Neem Cake
Coriander,Fruiting,Reddish Soil,36.1,23.1,34,6.48,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,24.5,13.9,16.5,6.18,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,41,16.4,20.7,6.32,Vermicompost + Bone Meal
Coriander,Flowering,Black Soil,34.6,24.3,15.2,6.99,Vermicompost
Coriander,Flowering,Black Soil,47.2,16.5,18.6,6.91,Vermicompost + Bone Meal
Coriander,Flowering,Reddish Soil,48.1,20.6,23.8,6.01,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Reddish Soil,39,18.1,20.7,6.82,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Reddish Soil,26.6,14.9,17.5,6.54,Seaweed Extract + Urea (46% N) (small dose)
Coriander,Flowering,Reddish Soil,42.7,25.2,27.1,6.66,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Black Soil,41.4,13,19.5,6.97,Neem Cake
Coriander,Seedling,Sandy Loam,20.6,6.3,9.6,7.07,Jeevamrut
Coriander,Vegetative,Reddish Soil,42.6,23.4,15.1,6.2,Seaweed Extract
Coriander,Seedling,Reddish Soil,10.7,14.5,7.7,6.9,Vermicompost + Urea (46% N) (small dose)
Coriander,Fruiting,Black Soil,29.9,18.5,24,6.72,Vermicompost
Coriander,Vegetative,Black Soil,29.5,15.4,15,7.08,Vermicompost
Coriander,Seedling,Reddish Soil,16.2,11.7,10.6,6.34,Vermicompost
Coriander,Seedling,Reddish Soil,23.6,10,15,6.93,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,36.8,16.6,32.5,6.91,Cow Manure Compost
Coriander,Seedling,Black Soil,18.3,8.8,12.4,6.63,Cow Manure Compost
Coriander,Flowering,Reddish Soil,34.4,18.2,21.1,6.99,Seaweed Extract
Coriander,Fruiting,Black Soil,29.9,20.5,20.6,6.83,Wood Ash (Organic Potash) + MOP (small dose)
Coriander,Vegetative,Black Soil,33.4,23.3,17.7,6.58,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,16.4,8.4,15.1,6.73,Cow Manure Compost
Coriander,Fruiting,Reddish Soil,39.8,20.5,31.7,6.33,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,45.8,19.8,27.8,6.8,Vermicompost
Coriander,Fruiting,Sandy Loam,30.7,16.2,20.2,6.49,Cow Manure Compost + MOP (small dose)
Coriander,Fruiting,Black Soil,33.5,16.2,32,7.43,Vermicompost
Coriander,Flowering,Reddish Soil,48,29.6,25,6.97,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,10.3,9.5,6.9,6.68,Jeevamrut + Urea (46% N) (small dose)
Coriander,Flowering,Sandy Loam,42.2,24.4,21.6,6.69,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Sandy Loam,27.9,25.2,30.7,7.19,Vermicompost
Coriander,Fruiting,Sandy Loam,33.1,20.7,25.4,6.66,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Black Soil,48.2,16.4,19,7.4,Bone Meal
Coriander,Flowering,Sandy Loam,45.6,29.4,22.5,6.82,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Sandy Loam,45.6,24.7,16.8,6.57,Vermicompost
Coriander,Seedling,Sandy Loam,17.6,13,14.5,6.32,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,26,28,31.9,7.07,Vermicompost
Coriander,Vegetative,Sandy Loam,39,13.8,22.5,7.15,Neem Cake
Coriander,Flowering,Sandy Loam,30,26.5,26.1,6.21,Seaweed Extract
Coriander,Seedling,Sandy Loam,10.1,10.2,11.1,6.43,Jeevamrut + Urea (46% N) (small dose)
Coriander,Vegetative,Sandy Loam,37.9,16,18.1,6.92,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,21.7,9.2,17.8,6.68,Jeevamrut
Coriander,Flowering,Sandy Loam,49.3,29.2,25.3,7,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,32.9,20,34.7,6.82,Cow Manure Compost
Coriander,Fruiting,Black Soil,26.6,19.4,28.3,6.56,Cow Manure Compost
Coriander,Vegetative,Sandy Loam,44.1,14,15.5,7.09,Vermicompost
Coriander,Seedling,Black Soil,12.9,7,14.9,7.27,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Seedling,Reddish Soil,14.5,6.6,9,6.2,Jeevamrut
Coriander,Vegetative,Sandy Loam,37.6,19.9,21.5,7.1,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Black Soil,34.9,28.1,33.4,7.14,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Reddish Soil,27.6,27.8,22.1,6.4,Cow Manure Compost
Coriander,Vegetative,Reddish Soil,34.9,23.5,16.2,6.65,Neem Cake
Coriander,Seedling,Black Soil,19.2,6.9,10.3,6.75,Cow Manure Compost
Coriander,Fruiting,Black Soil,34.7,21.5,23.8,6.83,Cow Manure Compost
Coriander,Vegetative,Reddish Soil,31.3,12.4,17.3,6.66,Neem Cake
Coriander,Vegetative,Black Soil,28.7,13.3,15.4,7.07,Neem Cake
Coriander,Seedling,Sandy Loam,14.2,10.7,10.1,6.3,Vermicompost
Coriander,Vegetative,Black Soil,35.1,20.3,19.6,7.34,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Black Soil,34.7,16.2,15,7.11,Vermicompost + Bone Meal
Coriander,Flowering,Black Soil,38.1,24.8,20.3,7.46,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,24,14.1,8.3,6.84,Jeevamrut
Coriander,Vegetative,Reddish Soil,37.4,15.1,12.4,6.4,Neem Cake
Coriander,Fruiting,Reddish Soil,33,25.4,33.4,6.15,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Sandy Loam,17.1,14.4,10.7,6.63,Vermicompost
Coriander,Fruiting,Black Soil,33.3,26.9,28.6,6.77,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,11.1,11.4,12.3,6.52,Vermicompost + Urea (46% N) (small dose)
Coriander,Fruiting,Black Soil,32.1,26.7,29.6,6.56,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,41,24.5,23.8,6.92,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Black Soil,16.8,7.3,17.8,7.39,Jeevamrut
Coriander,Fruiting,Black Soil,37.8,23.8,24.2,6.9,Cow Manure Compost
Coriander,Flowering,Sandy Loam,43,22.6,17.2,6.53,Vermicompost
Coriander,Flowering,Black Soil,42.1,18.2,24.2,7.22,Bone Meal
Coriander,Fruiting,Sandy Loam,39.1,29.3,33.2,6.76,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,20.4,9.5,16.6,6.98,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Sandy Loam,37.7,24.2,14.7,7.19,Neem Cake
Coriander,Seedling,Reddish Soil,24,11.7,17.9,6.54,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Seedling,Reddish Soil,17.5,9.9,9.9,6.65,Jeevamrut
Coriander,Fruiting,Sandy Loam,35.6,20,22.7,6.71,Cow Manure Compost
Coriander,Fruiting,Sandy Loam,34.6,21.8,28.3,6.32,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,40.8,25.5,27.4,6.79,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Fruiting,Reddish Soil,38.5,17.7,24.4,6.55,Vermicompost
Coriander,Flowering,Sandy Loam,45,17.8,17.4,6.44,Vermicompost + Bone Meal
Coriander,Seedling,Sandy Loam,10.8,14.5,12.7,6.86,Jeevamrut + Urea (46% N) (small dose)
Coriander,Vegetative,Sandy Loam,26.5,18.7,13.8,6.24,Vermicompost + Urea (46% N) (small dose)
Coriander,Flowering,Black Soil,47.9,25.9,22,6.59,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Reddish Soil,25,21.4,21.7,6.51,Neem Cake + Urea (46% N) (small dose)
Coriander,Vegetative,Sandy Loam,40.4,23.9,12.8,6.83,Neem Cake
Coriander,Fruiting,Reddish Soil,31.8,25.7,31.9,6.49,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Sandy Loam,40.7,15.2,18.8,7.12,Vermicompost + Bone Meal
Coriander,Vegetative,Sandy Loam,40.7,13.4,14.5,6.79,Seaweed Extract
Coriander,Fruiting,Sandy Loam,35.3,25.6,25.4,7.08,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Sandy Loam,30.5,28.5,15.1,6.56,Bone Meal
Coriander,Vegetative,Sandy Loam,42.4,23,12.8,7.05,Neem Cake
Coriander,Fruiting,Reddish Soil,25.1,25.2,24,6.82,Vermicompost
Coriander,Seedling,Black Soil,20.2,12.2,8.6,7.48,Cow Manure Compost
Coriander,Flowering,Sandy Loam,39.4,20.4,23.3,6.91,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Sandy Loam,32.3,16.6,25.9,6.34,Vermicompost + Bone Meal
Coriander,Seedling,Reddish Soil,11.6,14.1,6.4,6.86,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Vegetative,Sandy Loam,34.6,14.3,16.7,7.06,Seaweed Extract
Coriander,Seedling,Sandy Loam,19.8,10.2,17.6,7.08,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,34.5,25.1,28.4,6.03,Bone Meal
Coriander,Seedling,Black Soil,11.3,14.3,11.5,6.86,Cow Manure Compost + Urea (46% N) (small dose)
Coriander,Flowering,Sandy Loam,31.8,21.2,23.2,6.66,Bone Meal
Coriander,Seedling,Reddish Soil,20.7,6.5,13.6,6.76,Cow Manure Compost
Coriander,Vegetative,Black Soil,39.2,24.7,21.2,6.92,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Black Soil,38.3,19.5,15.7,7.24,Seaweed Extract
Coriander,Vegetative,Reddish Soil,29,17.8,16.5,6.53,Seaweed Extract
Coriander,Flowering,Reddish Soil,47,25,26,6.23,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Vegetative,Reddish Soil,35.4,20.2,15.5,6.6,Neem Cake
Coriander,Seedling,Black Soil,17,10.6,10,6.78,Jeevamrut
Coriander,Seedling,Black Soil,13.8,9.4,15.3,6.99,Jeevamrut + Urea (46% N) (small dose)
Coriander,Seedling,Reddish Soil,19.5,11.3,9.5,6.15,Cow Manure Compost
Coriander,Vegetative,Sandy Loam,33.2,14.5,13,7.14,Neem Cake
Coriander,Flowering,Black Soil,46.6,28.4,17.8,7.12,Vermicompost
Coriander,Seedling,Reddish Soil,22.8,14.5,18,6.28,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Coriander,Flowering,Reddish Soil,42.3,18.7,29.8,6.95,Seaweed Extract
Coriander,Flowering,Black Soil,30.1,21,17.8,7.12,Seaweed Extract
Coriander,Seedling,Black Soil,19.4,12.1,8.5,7.34,Jeevamrut
