District,Month,Soil_Type,N,P,K,pH,Temperature_C,Humidity_%,Rainfall_mm,Sunlight_lux,Recommended_Crop
Solapur,July,Red,41,21,35,6.04,21,72,33,47578,Spinach
Sangli,April,Loamy,57,23,36,6.59,18,50,44,55005,Spinach
Sangli,January,Red,57,35,31,7.17,17,47,56,60101,Spinach
Sangli,September,Red,61,20,33,6.31,18,80,32,62132,Spinach
Solapur,June,Loamy,40,29,31,6.88,22,68,44,44895,Spinach
Solapur,December,Red,43,22,28,7.39,21,43,35,34210,Spinach
Solapur,November,Red,43,37,24,7.2,23,73,41,66232,Spinach
Sangli,April,Black,51,32,36,7.38,24,54,44,41057,Spinach
Sangli,July,Loamy,52,30,23,7.36,21,64,40,37089,Spinach
Sangli,October,Black,48,32,25,6.37,17,82,39,46150,Spinach
Solapur,July,Black,41,35,32,7.09,20,79,75,47092,Spinach
Solapur,June,Loamy,48,35,37,6.79,16,81,30,38308,Spinach
Sangli,March,Red,66,23,30,6.97,24,67,63,44630,Spinach
Solapur,November,Red,58,29,39,7.45,23,82,32,44358,Spinach
Solapur,July,Red,50,37,33,6.88,23,74,46,69998,Spinach
Sangli,April,Black,63,29,26,6.22,21,67,47,67800,Spinach
Sangli,February,Black,50,20,36,6.98,23,84,57,39967,Spinach
Solapur,March,Loamy,47,37,25,7.02,24,45,58,61460,Spinach
Sangli,September,Black,56,38,36,6.8,17,53,78,58085,Spinach
Sangli,May,Red,41,27,31,6.12,22,67,45,47673,Spinach
Sangli,April,Red,54,23,30,7.26,18,80,38,54162,Spinach
Solapur,December,Black,54,28,21,7.11,19,83,77,33140,Spinach
Sangli,December,Loamy,53,33,32,7.21,22,47,46,37504,Spinach
Solapur,January,Black,65,35,36,7.25,23,53,68,56866,Spinach
Solapur,January,Loamy,49,25,26,6.58,19,69,63,64833,Spinach
Sangli,January,Loamy,65,26,38,6.11,21,83,76,48638,Spinach
Solapur,February,Loamy,58,39,34,6.34,21,78,72,57987,Spinach
Solapur,November,Black,42,35,24,6.43,21,65,55,58486,Spinach
Sangli,October,Black,54,31,29,6.93,15,59,49,59063,Spinach
Solapur,February,Black,62,25,32,6.43,22,50,76,40924,Spinach
Sangli,February,Black,56,32,22,6.09,19,46,41,41683,Spinach
Sangli,November,Loamy,65,30,33,6.68,21,44,45,58783,Spinach
Solapur,October,Loamy,62,21,35,7.35,16,83,37,34090,Spinach
Sangli,March,Loamy,59,22,25,6.93,15,48,65,48773,Spinach
Solapur,July,Red,63,28,33,6.29,16,60,63,34122,Spinach
Solapur,July,Red,43,33,21,7.42,24,64,30,64550,Spinach
Sangli,September,Black,60,34,26,7.32,16,79,41,52286,Spinach
Solapur,February,Loamy,46,25,33,6.12,19,69,33,38958,Spinach
Solapur,July,Loamy,52,29,21,7.03,22,67,51,61147,Spinach
Sangli,March,Loamy,60,22,25,7.05,22,84,56,47096,Spinach
Solapur,July,Red,58,30,33,7.29,18,55,63,61864,Spinach
Sangli,May,Red,65,25,26,6.31,15,84,36,58640,Spinach
Solapur,April,Red,46,36,31,6.98,24,62,77,69347,Spinach
Sangli,July,Loamy,57,25,20,6.67,21,51,65,68942,Spinach
Sangli,May,Red,48,29,39,7.22,17,72,36,64563,Spinach
Solapur,October,Loamy,55,25,23,7.12,21,75,56,43781,Spinach
Solapur,February,Red,61,20,27,6.9,19,75,34,50526,Spinach
Sangli,August,Red,46,31,30,7.18,15,61,47,47946,Spinach
Sangli,June,Loamy,68,28,24,6.78,19,43,61,52482,Spinach
Solapur,January,Black,61,33,28,6.43,16,80,37,46287,Spinach
Sangli,December,Black,59,21,20,6.03,24,79,68,46509,Spinach
Solapur,August,Black,69,31,35,7.39,23,70,73,46060,Spinach
Sangli,June,Black,41,39,26,6.92,23,74,58,59299,Spinach
Sangli,May,Black,42,39,24,7.37,23,81,39,40543,Spinach
Sangli,April,Black,64,23,33,6.79,19,52,32,47956,Spinach
Sangli,March,Loamy,56,37,37,7.2,22,48,58,55522,Spinach
Sangli,February,Black,64,32,30,6.38,21,69,64,68127,Spinach
Solapur,April,Red,53,39,29,6.95,16,82,38,30146,Spinach
Sangli,October,Red,65,22,22,6.33,20,40,53,46518,Spinach
Solapur,November,Loamy,55,24,26,6.37,19,72,49,37669,Spinach
Sangli,September,Red,68,24,25,7.44,22,45,61,68875,Spinach
Sangli,November,Black,42,36,25,6.05,20,58,60,63043,Spinach
Solapur,March,Red,47,26,27,6.34,21,56,55,46211,Spinach
Sangli,March,Red,69,29,21,6.85,17,76,36,57802,Spinach
Sangli,January,Loamy,62,26,25,6.6,16,58,48,39201,Spinach
Solapur,June,Red,58,25,39,6.33,20,67,64,30970,Spinach
Sangli,September,Red,57,36,38,6.3,22,60,78,58794,Spinach
Sangli,July,Black,65,35,25,6.43,18,41,54,39329,Spinach
Sangli,December,Red,56,32,31,6.15,21,40,66,65092,Spinach
Solapur,April,Red,40,32,33,6.22,21,42,79,59593,Spinach
Solapur,April,Red,65,22,31,6.39,15,77,76,69453,Spinach
Sangli,August,Red,44,22,29,6.85,16,76,72,31119,Spinach
Sangli,November,Black,54,20,38,6.02,21,61,52,59738,Spinach
Sangli,February,Red,56,32,33,6.34,24,74,31,30093,Spinach
Solapur,July,Black,67,22,21,6.35,24,61,67,51005,Spinach
Sangli,July,Red,41,30,22,6.33,24,71,40,69921,Spinach
Solapur,January,Loamy,43,23,29,6.58,21,42,68,54678,Spinach
Solapur,June,Loamy,63,35,35,6.88,18,72,71,36785,Spinach
Solapur,November,Loamy,46,32,29,7.12,20,51,59,43750,Spinach
Sangli,April,Red,53,39,26,7.08,22,41,43,30393,Spinach
Sangli,February,Red,55,39,24,6.84,19,59,52,36495,Spinach
Sangli,January,Red,52,36,37,6.72,24,83,57,44633,Spinach
Solapur,November,Loamy,61,29,30,7.33,20,76,36,50469,Spinach
Sangli,December,Loamy,41,20,37,6.91,17,42,58,66489,Spinach
Solapur,November,Loamy,50,24,21,6.76,22,45,30,51472,Spinach
Sangli,November,Red,63,29,31,6.92,19,55,73,67893,Spinach
Sangli,May,Black,58,29,33,7.1,17,77,34,42094,Spinach
Solapur,February,Black,69,28,31,6.66,17,40,76,58973,Spinach
Solapur,April,Red,44,39,35,6.69,20,76,77,42368,Spinach
Solapur,June,Red,60,20,29,6.21,17,68,31,61068,Spinach
Solapur,April,Red,44,29,20,6.31,15,43,68,62141,Spinach
Sangli,February,Red,40,35,37,6.36,21,61,35,60936,Spinach
Sangli,February,Loamy,60,36,22,6.93,16,46,61,61408,Spinach
Solapur,December,Black,66,33,21,7.32,17,60,77,37344,Spinach
Sangli,January,Loamy,47,39,25,6.89,21,73,61,48007,Spinach
Sangli,September,Black,69,22,31,6.71,22,44,40,41817,Spinach
Solapur,November,Loamy,48,31,25,6.58,19,71,75,38027,Spinach
Sangli,February,Red,57,31,38,7.1,21,77,43,38577,Spinach
Solapur,December,Black,41,38,26,6.82,15,65,75,43530,Spinach
Solapur,December,Red,47,38,38,7.4,22,56,47,55896,Spinach
Solapur,August,Red,55,35,23,6.68,21,72,53,59756,Spinach
Solapur,April,Black,47,27,29,7.41,23,71,75,65949,Spinach
Sangli,December,Loamy,64,35,28,6.1,18,79,36,60437,Spinach
Solapur,March,Red,54,25,29,6.47,23,74,37,51762,Spinach
Sangli,May,Red,59,34,22,7.34,18,61,63,47696,Spinach
Solapur,March,Red,43,35,20,7.28,22,77,47,48703,Spinach
Sangli,July,Red,43,22,34,6.77,15,57,52,63922,Spinach
Sangli,January,Red,65,33,26,6.89,24,54,73,65851,Spinach
Sangli,September,Red,53,35,24,6.82,19,44,72,56968,Spinach
Sangli,December,Red,65,37,39,7.26,24,54,46,61188,Spinach
Solapur,February,Black,43,28,36,6.95,18,64,69,47878,Spinach
Solapur,January,Loamy,64,34,28,6.37,20,82,61,61219,Spinach
Solapur,May,Black,56,20,24,6.55,16,70,35,47022,Spinach
Solapur,October,Black,59,30,21,7.24,20,59,46,47359,Spinach
Solapur,October,Black,53,38,23,6.23,22,48,32,37304,Spinach
Sangli,April,Loamy,63,23,28,6.87,18,74,39,44987,Spinach
Sangli,October,Red,57,20,34,6.75,17,57,70,36356,Spinach
Solapur,May,Black,61,39,26,6.84,23,61,77,55360,Spinach
Solapur,December,Black,65,28,24,7.17,18,67,55,48447,Spinach
Solapur,June,Red,65,22,27,6.19,16,51,62,46086,Spinach
Solapur,December,Loamy,52,22,27,7.1,23,84,39,63360,Spinach
Solapur,March,Black,61,25,33,6.33,18,57,42,35353,Spinach
Sangli,October,Black,68,25,26,6.4,23,83,73,35213,Spinach
Solapur,April,Red,44,35,25,6.91,23,76,52,31809,Spinach
Solapur,December,Red,65,29,31,7.29,17,77,66,58527,Spinach
Sangli,May,Red,41,31,20,6.12,21,66,50,48047,Spinach
Sangli,February,Black,40,33,25,7.38,16,49,64,31378,Spinach
Sangli,June,Loamy,64,20,37,6.98,19,59,46,45288,Spinach
Solapur,September,Black,49,32,36,7.07,15,55,77,37771,Spinach
Solapur,November,Loamy,41,25,30,6.42,24,72,40,58204,Spinach
Solapur,February,Loamy,57,34,39,7.43,18,78,78,42540,Spinach
Sangli,December,Black,65,35,29,7.36,20,59,55,51471,Spinach
Solapur,June,Loamy,56,27,31,6.77,18,49,35,68022,Spinach
Solapur,November,Loamy,47,34,20,6.29,16,54,36,67976,Spinach
Solapur,October,Red,59,23,23,6.51,23,70,40,46327,Spinach
Sangli,February,Black,67,29,37,7.26,21,60,57,33877,Spinach
Sangli,January,Black,50,32,31,6.72,15,42,55,56620,Spinach
Solapur,December,Red,63,27,23,7.2,18,45,62,43211,Spinach
Sangli,June,Red,53,30,36,7.36,20,46,75,66240,Spinach
Sangli,December,Black,44,33,25,6.45,19,56,38,48837,Spinach
Solapur,September,Loamy,55,23,21,7.11,17,51,65,48697,Spinach
Sangli,December,Loamy,47,25,23,7.15,19,76,38,39788,Spinach
Solapur,October,Loamy,59,36,25,6.02,16,76,42,43434,Spinach
Solapur,January,Red,42,38,39,6.43,22,79,76,44378,Spinach
Sangli,January,Black,55,33,26,6.3,18,61,69,59493,Spinach
Solapur,September,Loamy,43,32,21,6.38,24,66,71,42289,Spinach
Sangli,February,Red,56,27,35,6.21,15,81,41,66989,Spinach
Sangli,January,Red,44,38,24,6.5,15,72,75,69888,Spinach
Solapur,December,Red,62,22,36,7.07,20,75,46,54934,Spinach
Sangli,December,Black,55,27,27,6.04,20,55,51,45352,Spinach
Solapur,December,Red,68,37,33,7.45,16,42,58,44346,Spinach
Sangli,April,Black,63,36,35,7.12,18,61,36,46860,Spinach
Sangli,August,Red,53,33,33,6.14,16,62,61,47882,Spinach
Solapur,December,Loamy,58,39,21,6.12,19,74,71,38267,Spinach
Solapur,July,Black,41,29,25,6.01,17,49,38,44052,Spinach
Solapur,May,Red,63,36,30,6.24,20,71,57,43225,Spinach
Solapur,September,Loamy,67,34,26,7.41,16,61,58,50521,Spinach
Sangli,October,Loamy,61,32,30,6.13,19,52,54,63556,Spinach
Solapur,October,Black,60,26,32,6.91,21,60,35,59843,Spinach
Sangli,August,Black,57,30,39,7.38,22,54,70,38738,Spinach
Solapur,September,Black,42,38,28,7.17,21,62,76,57648,Spinach
Solapur,October,Red,47,29,21,6.19,22,40,77,59080,Spinach
Sangli,April,Red,44,22,36,6.56,19,50,67,49139,Spinach
Solapur,March,Loamy,53,36,36,7.49,15,41,47,62227,Spinach
Solapur,January,Red,43,35,23,7.33,15,60,52,33827,Spinach
Sangli,May,Red,42,34,26,6.33,15,75,33,50085,Spinach
Solapur,September,Black,65,29,38,6.96,20,56,68,38674,Spinach
Solapur,July,Loamy,55,28,20,7.13,22,63,53,66593,Spinach
Sangli,March,Loamy,68,39,25,6.26,19,83,62,35230,Spinach
Solapur,March,Loamy,50,29,21,7.09,21,64,58,44284,Spinach
Solapur,February,Black,68,38,20,6.41,19,80,39,58941,Spinach
Sangli,November,Red,69,22,35,6.31,15,76,36,63488,Spinach
Sangli,June,Loamy,51,21,38,6.41,19,50,48,54998,Spinach
Solapur,October,Red,45,30,33,6.76,22,80,31,39144,Spinach
Solapur,December,Red,69,26,23,6.74,24,63,30,35591,Spinach
Sangli,December,Loamy,44,27,30,7.27,18,83,49,41125,Spinach
Solapur,May,Red,69,35,27,6.2,22,77,32,45772,Spinach
Solapur,October,Black,50,23,36,6.29,16,79,41,36228,Spinach
Sangli,May,Loamy,66,23,20,7.47,20,54,49,53234,Spinach
Sangli,September,Loamy,47,21,23,6.91,19,41,56,65500,Spinach
Solapur,January,Red,60,28,25,6.22,17,79,32,43427,Spinach
Solapur,May,Black,55,35,31,6.53,23,72,66,50836,Spinach
Sangli,September,Loamy,48,27,38,7.07,18,54,74,43115,Spinach
Sangli,April,Black,57,27,20,6.63,24,68,63,60653,Spinach
Sangli,February,Red,67,25,26,7.37,20,70,70,55399,Spinach
Sangli,May,Black,51,37,25,6.61,18,64,36,32769,Spinach
Solapur,April,Black,57,29,27,7.18,17,40,50,56951,Spinach
Solapur,September,Red,51,27,27,7.48,17,41,75,31316,Spinach
Solapur,September,Black,68,28,35,6.48,17,69,45,52412,Spinach
Solapur,July,Red,63,25,36,7.07,15,42,55,51653,Spinach
Solapur,July,Black,53,37,23,6.66,18,52,65,59932,Spinach
Sangli,March,Black,56,34,23,7.03,20,45,71,69240,Spinach
Sangli,July,Red,66,25,20,7.32,20,66,76,53040,Spinach
Solapur,November,Black,40,22,31,6.25,21,76,60,63083,Spinach
Solapur,October,Black,40,34,27,6.7,23,52,73,50405,Spinach
Solapur,October,Loamy,65,25,24,6.53,23,74,58,59288,Spinach
Solapur,December,Loamy,59,36,31,6.42,16,75,39,63095,Spinach
Solapur,March,Black,64,25,26,6.15,20,82,78,32482,Spinach
Sangli,September,Black,60,32,37,6.55,23,67,66,41311,Spinach
Sangli,April,Red,67,20,23,6.4,18,40,41,43708,Spinach
Sangli,December,Loamy,68,28,26,7.17,16,72,79,55734,Spinach
Sangli,March,Loamy,51,30,28,7.43,21,56,40,31726,Spinach
Sangli,June,Black,65,31,28,7.08,24,46,58,65223,Spinach
Solapur,May,Red,52,30,27,6.77,24,47,31,53060,Spinach
Solapur,June,Black,61,22,30,6.09,17,48,64,49565,Spinach
Sangli,July,Red,49,39,20,6.77,16,77,62,41842,Spinach
Sangli,March,Loamy,52,30,23,6.06,19,60,53,68750,Spinach
Sangli,May,Red,49,26,36,7.44,22,58,70,62161,Spinach
Sangli,April,Loamy,66,25,29,6.63,23,41,39,34297,Spinach
Sangli,May,Red,43,21,26,6.67,19,47,57,49579,Spinach
Sangli,August,Black,59,31,25,6.51,15,63,44,39515,Spinach
Sangli,April,Black,64,31,22,6.55,22,56,56,30016,Spinach
Solapur,November,Loamy,46,21,38,6.17,22,63,45,60110,Spinach
Solapur,November,Black,66,28,33,6.45,20,74,62,68682,Spinach
Sangli,October,Loamy,52,26,32,6.69,17,45,57,53746,Spinach
Solapur,September,Black,40,27,24,6.74,15,48,74,62575,Spinach
Solapur,May,Red,50,33,26,6.97,18,81,71,37595,Spinach
Solapur,March,Loamy,51,34,20,6.99,19,46,41,31267,Spinach
Solapur,June,Red,42,29,23,6.02,19,57,30,37316,Spinach
Sangli,December,Red,58,35,20,6.46,18,81,63,59415,Spinach
Sangli,December,Loamy,55,36,31,7.28,22,59,61,50578,Spinach
Solapur,November,Loamy,55,39,21,7.45,23,43,61,54448,Spinach
Solapur,May,Red,51,25,25,7.15,24,84,69,37391,Spinach
Sangli,December,Loamy,58,39,36,6.2,16,73,40,62118,Spinach
Sangli,January,Black,57,34,26,6.54,23,68,30,60587,Spinach
Sangli,November,Red,47,26,21,6.36,23,50,44,41170,Spinach
Solapur,May,Black,60,32,21,6.24,18,44,69,63733,Spinach
Solapur,December,Loamy,62,27,38,7.42,16,49,57,36771,Spinach
Sangli,August,Loamy,60,35,37,7.45,23,64,63,44408,Spinach
Solapur,February,Loamy,52,25,28,6.65,16,46,44,46888,Spinach
Sangli,November,Loamy,69,39,36,6.7,21,82,74,69738,Spinach
Sangli,May,Loamy,53,21,37,6.45,22,51,74,63055,Spinach
Sangli,April,Loamy,69,29,24,7.48,16,67,37,63379,Spinach
Solapur,July,Black,62,36,36,6.82,23,52,65,33372,Spinach
Solapur,January,Loamy,69,37,30,7.21,18,50,71,58780,Spinach
Sangli,August,Black,48,20,20,6.5,18,66,49,66843,Spinach
Solapur,March,Loamy,60,29,20,6.78,15,81,51,42992,Spinach
Solapur,March,Black,59,31,38,7.34,22,53,47,66735,Spinach
Solapur,January,Red,63,31,36,6.5,15,46,35,51077,Spinach
Sangli,May,Loamy,65,26,22,7.28,17,69,75,67525,Spinach
Solapur,January,Black,58,23,21,7.44,22,51,42,32703,Spinach
Sangli,March,Loamy,59,39,28,7.22,21,52,33,48535,Spinach
Sangli,July,Loamy,56,33,32,6.05,19,64,70,57394,Spinach
Solapur,September,Red,44,30,21,6.44,18,60,65,54501,Spinach
Solapur,February,Loamy,51,30,35,6.7,17,83,44,34076,Spinach
Solapur,March,Loamy,51,27,31,7.17,21,60,55,44262,Spinach
Sangli,April,Black,54,35,24,6.68,21,46,52,68736,Spinach
Sangli,November,Loamy,50,21,34,6.42,19,75,56,64806,Spinach
Sangli,June,Red,54,23,35,6.66,21,51,32,33152,Spinach
Solapur,August,Loamy,45,34,29,7.37,23,77,44,32205,Spinach
Sangli,October,Loamy,52,33,22,7.12,24,79,39,40952,Spinach
Sangli,August,Loamy,49,37,23,7.37,16,79,32,47670,Spinach
Solapur,January,Loamy,61,32,22,7.17,19,58,57,49715,Spinach
Solapur,March,Loamy,42,39,21,6.79,15,49,46,37965,Spinach
Solapur,February,Loamy,53,21,31,6.99,15,45,42,66326,Spinach
Sangli,November,Loamy,52,32,20,7.08,17,68,64,59907,Spinach
Sangli,July,Black,62,38,22,7.03,20,46,62,57774,Spinach
Solapur,April,Loamy,66,21,36,6.54,20,67,62,47305,Spinach
Solapur,November,Loamy,67,28,22,7.24,24,73,50,57428,Spinach
Sangli,January,Loamy,67,24,33,6.38,21,68,69,60397,Spinach
Sangli,July,Black,53,38,30,7.25,20,68,70,60130,Spinach
Solapur,September,Red,69,26,23,6.93,16,75,45,41829,Spinach
Solapur,May,Black,41,21,23,6.49,18,56,49,33668,Spinach
Solapur,March,Loamy,42,24,29,6.25,15,81,53,46683,Spinach
Solapur,February,Loamy,61,39,23,7.16,20,83,47,52486,Spinach
Solapur,March,Black,61,32,35,6.05,16,61,64,30528,Spinach
Sangli,May,Black,64,25,36,7.05,15,78,77,52436,Spinach
Sangli,April,Loamy,53,32,27,7.3,18,78,50,57506,Spinach
Solapur,September,Loamy,66,29,33,6.98,22,72,41,42129,Spinach
Sangli,April,Red,51,36,39,7.45,24,59,37,56769,Spinach
Solapur,February,Red,68,21,31,7.47,22,49,40,51901,Spinach
Sangli,August,Loamy,49,23,26,7.1,20,61,32,55508,Spinach
Sangli,February,Black,44,26,23,7.32,20,80,65,52973,Spinach
Sangli,December,Black,65,31,35,7.45,15,43,43,58557,Spinach
Solapur,September,Red,56,34,29,6.96,18,42,58,62309,Spinach
Solapur,January,Black,53,35,26,6.23,22,50,75,35164,Spinach
Solapur,November,Black,56,37,38,6.84,19,59,49,42295,Spinach
Sangli,November,Loamy,40,29,34,6.89,19,58,65,40273,Spinach
Solapur,December,Black,59,31,21,6.22,22,63,79,39514,Spinach
Solapur,August,Loamy,47,25,21,6.29,20,75,42,43217,Spinach
Sangli,February,Red,45,37,30,6.01,21,62,75,62956,Spinach
Sangli,July,Red,47,33,37,6.38,20,61,51,64638,Spinach
Sangli,September,Red,62,36,20,6.56,16,74,68,56941,Spinach
Solapur,December,Loamy,68,37,34,6.74,15,64,55,69586,Spinach
Solapur,April,Loamy,49,25,32,6.65,20,40,51,42170,Spinach
Sangli,June,Black,58,38,32,6.65,17,62,55,60571,Spinach
Solapur,November,Black,53,25,34,6.29,24,72,68,63457,Spinach
Solapur,March,Black,68,24,32,6.75,16,82,78,40694,Spinach
Solapur,June,Red,57,38,39,7.36,17,64,65,52837,Spinach
Solapur,December,Red,67,38,28,6.09,18,82,52,38769,Spinach
Sangli,June,Loamy,52,21,39,6.2,21,63,55,49465,Spinach
Solapur,May,Loamy,63,30,27,6.97,22,77,44,62206,Spinach
Solapur,November,Black,51,39,20,6.75,21,83,76,36486,Spinach
Solapur,March,Black,61,27,38,6.75,20,57,57,46795,Spinach
Solapur,December,Loamy,41,24,23,6.98,16,62,42,66102,Spinach
Sangli,July,Black,47,37,34,7.35,16,68,66,39509,Spinach
Solapur,December,Black,59,27,30,6.59,15,81,31,43218,Spinach
Solapur,January,Loamy,42,29,27,7.09,21,78,77,50826,Spinach
Solapur,December,Black,49,23,33,6.02,22,57,56,32583,Spinach
Solapur,November,Red,66,35,23,6.88,22,81,61,54315,Spinach
Solapur,April,Black,42,23,34,6.83,18,45,60,51398,Spinach
Sangli,April,Black,49,24,31,6.34,22,81,58,53268,Spinach
Solapur,March,Loamy,55,24,36,6.3,19,53,66,62149,Spinach
Sangli,July,Black,68,37,33,6.73,18,40,68,37938,Spinach
Sangli,July,Loamy,67,31,34,7.35,22,45,57,39219,Spinach
Sangli,November,Black,41,25,23,6.18,21,55,31,32183,Spinach
Solapur,November,Black,66,29,26,7.41,15,84,41,62846,Spinach
Sangli,March,Loamy,65,33,37,6.59,19,77,79,68061,Spinach
Sangli,December,Loamy,40,32,30,7.2,16,64,71,37124,Spinach
Solapur,April,Loamy,54,35,31,7.39,20,51,77,39112,Spinach
Sangli,April,Loamy,61,39,33,6.53,20,51,68,43339,Spinach
Solapur,July,Black,50,27,38,6.82,19,57,55,35948,Spinach
Sangli,August,Red,43,38,33,7.24,15,76,38,46832,Spinach
Sangli,October,Loamy,50,33,29,6.45,17,47,58,58401,Spinach
Solapur,April,Loamy,48,38,31,6.41,24,64,74,44897,Spinach
Solapur,December,Loamy,40,26,33,6.02,21,72,71,44334,Spinach
Solapur,November,Loamy,60,35,34,6.79,21,82,79,56427,Spinach
Solapur,November,Loamy,68,30,32,6.35,23,61,40,49773,Spinach
Solapur,July,Loamy,64,23,23,6.58,23,57,62,63571,Spinach
Sangli,July,Red,46,31,35,6.69,18,52,61,50733,Spinach
Sangli,July,Loamy,50,36,33,7.5,19,47,51,37386,Spinach
Sangli,May,Loamy,44,25,36,7.02,19,62,48,45646,Spinach
Solapur,June,Black,46,29,30,6.49,16,75,64,46494,Spinach
Sangli,July,Black,43,34,25,6.64,19,83,68,64850,Spinach
Solapur,December,Loamy,58,25,27,6.96,20,65,56,48658,Spinach
Sangli,May,Black,63,35,35,6.68,23,49,58,47673,Spinach
Sangli,September,Black,41,38,20,6.74,16,51,60,55935,Spinach
Sangli,January,Red,67,21,23,6.85,21,78,76,41108,Spinach
Sangli,November,Loamy,56,26,28,7.43,18,83,44,44923,Spinach
Solapur,May,Black,62,32,28,7.08,15,49,67,49513,Spinach
Solapur,September,Black,62,20,28,6.97,23,64,76,53007,Spinach
Solapur,April,Black,59,36,23,7.13,19,42,72,39080,Spinach
Sangli,June,Loamy,58,33,35,6.67,19,70,78,55839,Spinach
Sangli,December,Loamy,43,25,26,6.27,22,72,76,53926,Spinach
Solapur,June,Loamy,68,28,35,6.54,21,66,50,45756,Spinach
Solapur,January,Loamy,66,29,20,7.04,22,72,36,58065,Spinach
Solapur,July,Black,61,23,26,7.44,23,53,69,60221,Spinach
Solapur,January,Loamy,64,33,24,6.01,24,82,61,42105,Spinach
Sangli,April,Loamy,46,21,26,7.42,24,60,60,64120,Spinach
Solapur,January,Black,48,27,35,7.1,21,56,68,52404,Spinach
Solapur,August,Red,40,35,36,6.9,17,84,37,39629,Spinach
Solapur,July,Black,54,21,21,6.32,19,66,33,46622,Spinach
Solapur,January,Black,62,20,37,7.27,23,83,66,55308,Spinach
Solapur,February,Loamy,62,26,28,7.05,16,66,62,55247,Spinach
Solapur,December,Black,53,24,22,7.11,18,82,37,36900,Spinach
Solapur,June,Red,53,34,33,6.82,15,51,70,30372,Spinach
Sangli,February,Black,58,23,35,7.35,22,64,36,38553,Spinach
Sangli,August,Black,51,33,31,7.15,16,51,56,43357,Spinach
Solapur,October,Red,52,23,20,7.17,15,47,32,43690,Spinach
Sangli,February,Red,43,33,30,6.14,18,41,63,31642,Spinach
Sangli,May,Black,59,36,31,6.8,17,44,43,34015,Spinach
Sangli,March,Black,56,26,29,6.7,17,63,70,56508,Spinach
Solapur,November,Red,64,26,20,6.04,24,55,37,43269,Spinach
Sangli,August,Red,43,34,26,7.2,16,48,35,30832,Spinach
Solapur,October,Black,51,20,28,6.04,17,46,55,57535,Spinach
Sangli,October,Red,58,26,23,7.28,15,60,42,42018,Spinach
Sangli,September,Black,62,20,21,6.56,18,70,70,42516,Spinach
Solapur,August,Red,46,36,30,6.51,17,84,79,47843,Spinach
Sangli,April,Loamy,41,24,39,6.88,22,66,45,63873,Spinach
Solapur,October,Black,47,21,24,7.34,24,68,59,66098,Spinach
Solapur,April,Loamy,66,31,34,7.4,22,40,47,41565,Spinach
Solapur,August,Loamy,46,29,28,6.18,20,70,62,35939,Spinach
Sangli,February,Loamy,64,35,23,6.92,15,43,64,53765,Spinach
Solapur,April,Loamy,51,34,39,7.11,19,52,76,50810,Spinach
Solapur,May,Loamy,51,39,37,7.31,17,48,68,42466,Spinach
Solapur,March,Red,59,31,27,6.84,17,50,37,58268,Spinach
Sangli,July,Loamy,49,37,31,6.64,24,42,36,46956,Spinach
Sangli,August,Red,52,31,22,6.99,17,82,65,45009,Spinach
Solapur,October,Black,55,38,21,6.21,16,66,71,46439,Spinach
Solapur,May,Red,68,23,20,6.43,20,59,49,30794,Spinach
Sangli,October,Red,48,31,29,7.08,19,77,75,56328,Spinach
Sangli,July,Red,50,35,39,6.48,19,51,63,44151,Spinach
Solapur,May,Loamy,48,32,28,6.65,16,46,77,69766,Spinach
Solapur,December,Black,37,35,20,7.34,18,75,44,36842,Coriander
Solapur,August,Loamy,58,21,25,6.56,22,79,46,68660,Coriander
Sangli,October,Black,39,28,39,7.16,22,45,40,48782,Coriander
Sangli,November,Black,57,35,26,6.95,21,74,56,51620,Coriander
Solapur,November,Black,55,21,20,7.31,22,41,43,43335,Coriander
Solapur,February,Loamy,52,38,36,7.35,18,79,63,36064,Coriander
Solapur,March,Red,36,31,22,7.29,22,51,58,65709,Coriander
Solapur,July,Red,34,39,25,6.94,22,56,41,47341,Coriander
Sangli,February,Loamy,35,37,23,7.0,20,54,67,39973,Coriander
Sangli,June,Red,45,39,20,6.18,15,40,68,32063,Coriander
Solapur,June,Red,51,22,27,6.57,21,43,34,67214,Coriander
Sangli,September,Loamy,42,37,33,6.87,20,65,36,42965,Coriander
Solapur,April,Red,54,33,35,6.7,18,53,61,43508,Coriander
Sangli,December,Loamy,41,37,23,6.01,18,84,65,33062,Coriander
Solapur,July,Loamy,52,21,37,7.03,20,55,64,68389,Coriander
Solapur,May,Red,38,30,33,6.7,21,82,60,34624,Coriander
Solapur,September,Red,52,32,35,6.75,21,56,57,63152,Coriander
Solapur,September,Loamy,46,32,34,6.12,19,70,37,42359,Coriander
Sangli,February,Loamy,39,24,35,7.46,15,84,33,69302,Coriander
Solapur,February,Red,34,33,36,6.32,17,60,50,38185,Coriander
